Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
Russia as fighting NATO in Ukraine right now....im sure the morally correct side is winning...the ones who didn't start the war but get blamed for it.,Russia,AGAINST,Ukraine,FAVOR,Train
"But Putin's demands of ending NATO membership and Ukrainian demilitarization is unacceptable to Ukraine. Barring the most ironclad of security guarantees, Ukraine does not trust Russia to not simply invade a decade later. With the reluctance the world has towards aiding Ukraine,",Russia,AGAINST,Ukraine,FAVOR,Train
"Putin's Russia to use both chemical and biological weapons on the battlefield in response to the US cluster weapons. This, people, is the second step to nuclear war. #WWIII #WW3 #Putin #Ukraine #China #RussiaUkraineWar #Russia",Russia,AGAINST,Ukraine,FAVOR,Train
"My concern about this is that it means the rest of NATO, including the US, would immediately be obligated to militarily come to Ukraine's defense, pitting the US and Europe against Russia. That would not end well for anyone.",Russia,NONE,Ukraine,NONE,Train
"Agree, since Russia is firing from the Black Sea into Ukraine it's time they get a dose of their own.",Russia,AGAINST,Ukraine,FAVOR,Train
"Usa didn't destroy Chechnya putin did Usa didn't help Serbian to make genocide against Bosnian russia did. Usa didn't kill Syrian people Russia did. Russia committed atrocities in Afghanistan, in Libya, in Ukraine......",Russia,AGAINST,Ukraine,FAVOR,Train
This is not a secret. Washington and NATO are in way over their heads in Ukraine. They expected to be able to provoke civil unrest inside Russia and cause it to collapse a long time ago.,Russia,NONE,Ukraine,NONE,Train
"Russia, Turkey, Israel and Ukraine are included in my statement also",Russia,NONE,Ukraine,NONE,Train
False equivalence. There's little evidence Ukraine has lobbed more than a paper spitball into Russia,Russia,AGAINST,Ukraine,FAVOR,Train
What talks? There's only one acceptable outcome. Russia leaves Ukraine. What else would you like to discuss?,Russia,AGAINST,Ukraine,FAVOR,Train
"Russia agreed to respect Ukraine's borders in 1994 (which included Crimea), in exchange for return of all nuclear weapons on Ukrainian territory. Ukraine complied. Should not Russia also comply with the agreement? Or is one party allowed to breach a contract without consequence?",Russia,AGAINST,Ukraine,FAVOR,Train
"Now that the west has violated those agreements plus the one made in Istanbul, the stakes are higher and Russia's demands have increased to all five regions that have now voted to join Russia, plus the demilitarisation and denazification of Ukraine, which was the goal of the SMO.",Russia,NONE,Ukraine,NONE,Train
"Russia poked itself by invading Ukraine. Putin is pursuing the same geopolitical strategy as Catherine the Great, and for the same reasons. We must stop them in Ukraine to avoid WWIII. The U.S. can crush China without firing a shot, and Xi knows it.",Russia,AGAINST,Ukraine,FAVOR,Train
"Doug, I'm not sold on the cluster munitions myself. That said, I'm 100% behind our support for Ukraine. Why are you pro Russia, our country's enemy?",Russia,AGAINST,Ukraine,FAVOR,Train
"There should be no prerequisites to peace talks. Zelensky entertained the idea of negotiations until Boris Johnson visited, then he said he wouldn't until Russia withdrew. Russia invaded to protect ethnically-Russian Ukrainians in Donbass. Ukraine should remain neutral.",Russia,FAVOR,Ukraine,AGAINST,Train
Depends on who draws up the borders of Ukraine. Give Russia enough space and it could work. Demand on the original borders and it won't. Defining the borders is going to be the key factor.,Russia,NONE,Ukraine,NONE,Train
"Do you think Ukraine will ever beat Russia? Do we drain every dime that America has to try to do the impossible? China is now siding with Russia, are you ok with a full blown WWIII ?",Russia,NONE,Ukraine,NONE,Train
Ukraine not so much. Russia yes. But the majority of production is already been replaced by other countries Egypt and Canada.,Russia,NONE,Ukraine,NONE,Train
"If anyone would know full of it, it's Geraldo. Russia didn't do jack, punk. This is the US proxy war on eastern Ukraine, lead by a corrupt money laundering mob boss Zelensky.",Russia,FAVOR,Ukraine,AGAINST,Train
"Why is Ukraine becoming more and more like Russia every day? Canceling elections, arresting dissidents, burning books. What's the difference any more?",Russia,AGAINST,Ukraine,AGAINST,Train
Everybody knows Russia is outgunning NATO in Ukraine.,Russia,FAVOR,Ukraine,AGAINST,Train
"Nope, it isn't to simply use them. It's a war crime to use them in civilian areas, which Russia has done plenty of times since the beginning of the war and Ukraine has no intention nor incentive to do it since it is its own population.",Russia,AGAINST,Ukraine,FAVOR,Train
"im not pro either side, the media smells on both fronts, any smart person wouldn't trust whats being said right now, just take it with a grain of salt, the important part is that if something does happen then nato gets involved and its no longer just ukraine fighting russia.",Russia,AGAINST,Ukraine,AGAINST,Train
But Russia didn't - according to your master The Economist - Ukraine did... And since when is the US a nannynannaynah military?,Russia,FAVOR,Ukraine,AGAINST,Train
"Ukraine has lost bad. We wasted our weapons. Now they want to cover up their lies by getting us directly involved. Economy and militarily we have just been rolled by Russia and China. Citizens, business, and government need to focus on America.",Russia,NONE,Ukraine,AGAINST,Train
Tactical nukes for defensive purposes in Ukraine while Russia invades Ukraine and annexes its territory. Genius. You are a god damn genius.,Russia,AGAINST,Ukraine,FAVOR,Train
Yes. But actually US needs to make peace with Russia. Ukraine was a dormat for the real war between US/NATO and Russia. The US is the aggressor and not Russia as being reported by MSM.,Russia,FAVOR,Ukraine,AGAINST,Train
"War in Ukraine is not about Ukraina's independence,war in Ukraine is about USA's milltary strategic geopolitical goals about Nato's expansion towards Russia to reach the gas oil natural resources owned by Russia to occupy Russia,who USA well planned since Soviet Union collapse.",Russia,FAVOR,Ukraine,AGAINST,Train
"Their entire war and provocation efforts in Ukraine have totally backfired on them. They thought that their sanctions blitzkrieg against Russia would've left the Russian economy in ruins, & caused a Maidan style crisis in Russia¡ªnone of that happened. The West is in trouble¡­",Russia,NONE,Ukraine,NONE,Train
oh so Ukraine invaded Russia?,Russia,AGAINST,Ukraine,FAVOR,Train
"Aside: the munitions the US is giving Ukraine are different from the ones used in Laos in the 1960s and by Russia now. Those had/have a dud rate of 30%. The later models of DPICM have a dud rate of about 2%, and Ukraine will be using them on battlefields they're already demining.",Russia,FAVOR,Ukraine,AGAINST,Train
Giving away Ukraine to the enemies of the USA is madness. That is the Republican plan. Will you give all of Europe to Russia and China?,Russia,AGAINST,Ukraine,FAVOR,Train
"Sad but true, the Democrats are Satan, lies, rigged elections, money laundering, mob connections with the Biden family crime syndicate. Every treasonous deal made China, Ukraine, Russia, Iran, the Saudi nation.",Russia,NONE,Ukraine,NONE,Train
"Nobody is loosing their mind other than Biden in his corruption, the documents are out and the FBI has them. Biden received money from Russia, China and Ukraine. Everyone knows that, there are audios of Hunter Biden saying it him self, there is the laptop emails etc.",Russia,NONE,Ukraine,NONE,Train
The USA isn't involved in that treaty just like Russia China and Ukraine,Russia,NONE,Ukraine,NONE,Train
Perhaps because is using them in Ukraine? Oh and Russia is also using thermobaric bombs - small atomic bombs.,Russia,AGAINST,Ukraine,FAVOR,Train
So let Russia use it and not Ukraine? Who will hold Russia to account?,Russia,AGAINST,Ukraine,FAVOR,Train
"If we do go to war, better to fight a weakass Russia now then a strong Russia if they conquer Ukraine",Russia,AGAINST,Ukraine,FAVOR,Train
America does support Ukraine. The solution is simple: Russia withdraws from Ukraine (including Crimea) and the everything is fine.,Russia,AGAINST,Ukraine,FAVOR,Train
As I recall history I believe the US and Russia agreed to help Ukraine in the event of an attack in return for them relinquishing their Nuclear weapons. The issue is that Russia does not know how to keep its promises when it competes with their desire to take someone else's land,Russia,AGAINST,Ukraine,FAVOR,Train
Those same leftists should go to Ukraine and fight in the Russia-Ukraine War.,Russia,NONE,Ukraine,NONE,Train
"That is another complete falsehood. They ICC has not banned them. Some countries have selectively banned them, but Russia, China, Ukraine, and the USA all allow them.",Russia,NONE,Ukraine,NONE,Train
No. Because the USA doesn't want peace. Them and the EU want more and more WAR. It's all about making Russia as weak as possible. No matter how much Ukraine suffers,Russia,NONE,Ukraine,NONE,Train
Tell Putin. Russia cam leave the rest of Ukraine tomorrow the. It's over. Pray for God to push Putin out.,Russia,AGAINST,Ukraine,FAVOR,Train
"Are you alarmed that Russia has been using them in residential neighborhoods in Ukraine since February 24th, 2022???",Russia,AGAINST,Ukraine,FAVOR,Train
The U.S. is promoting peace by enabling Ukraine to withstand Russian aggression and promote democracy. Russia is destabilizing Europe You are the problem,Russia,AGAINST,Ukraine,FAVOR,Train
"Once again, Graham shows how much he loves sending other people's kids to fight and die in useless wars. Can anyone actually explain what the US has gained from the Ukraine and Russia war? Is Russia poorer? Nope. Is Russia weaker? Nope.",Russia,NONE,Ukraine,NONE,Train
Russia can't deal with the small Ukraine that NATO is talking about?!,Russia,FAVOR,Ukraine,AGAINST,Train
"I don't want to seem like I'm defending Putin, but wasn't one of the provisions of the NATO treaty that no NATO nation would be bordering Russia, yet there's already 3, with Ukraine petitioning to be a member?",Russia,NONE,Ukraine,AGAINST,Train
The same is said about the AR15. Are you saying Ukraine shouldn't have the most effective weapons? I mean russia is already using them.,Russia,AGAINST,Ukraine,FAVOR,Train
"Well I see it as liberating their country and being able to negotiate a just peace. As it stands now putin still wants to annihilate Ukraine and will not withdraw. Having said that, if Turkiye and China can convince russia to leave that would likely end the war forever.",Russia,AGAINST,Ukraine,FAVOR,Train
"How does the US supplying cluster munitions to Ukraine do that, exactly? This same claim has been made for *every* new armament or vehicle Ukraine has received and it's never happened. Meanwhile Russia uses cluster bombs on civilians constantly for the last 500 days...",Russia,AGAINST,Ukraine,FAVOR,Train
Peace talks with Russia are good. All Russia has to do is leave Ukraine.,Russia,AGAINST,Ukraine,FAVOR,Train
